ID,pH,Temperature,Colour,Turbidity,Timestamp
4156,9.97,50.18,169,94.61,2026-06-21T07:15:00
4157,9.8,50.64,219,89.26,2026-06-21T07:16:00
4158,8.62,46.64,254,68.57,2026-06-21T07:17:00
4159,9.27,50.93,189,73.07,2026-06-21T07:18:00
4160,9.19,44.97,184,92.12,2026-06-21T07:19:00
4161,9.89,49.45,247,88.41,2026-06-21T07:20:00
4162,8.88,41.28,229,60.93,2026-06-21T07:21:00
4163,5.94,45.61,191,60.27,2026-06-21T07:22:00
4164,8.74,52.36,180,58.36,2026-06-21T07:23:00
4165,5.53,48.87,208,94.9,2026-06-21T07:24:00
4166,9.5,51.43,254,86.81,2026-06-21T07:25:00
4167,5.48,44.84,185,67.44,2026-06-21T07:26:00
4168,6.27,44.84,170,88.9,2026-06-21T07:27:00
4169,6.04,53.69,154,59.99,2026-06-21T07:28:00
4170,8.72,45.33,156,93.29,2026-06-21T07:29:00
4171,9.89,54.13,220,82.92,2026-06-21T07:30:00
4172,8.82,51.54,179,80.25,2026-06-21T07:31:00
4173,5.17,52.26,247,61.68,2026-06-21T07:32:00
4174,9.79,41.63,168,53.59,2026-06-21T07:33:00
4175,9.28,44.53,197,54.75,2026-06-21T07:34:00
4176,9.51,51.52,193,75.9,2026-06-21T07:35:00
4177,9.4,49.26,173,51.45,2026-06-21T07:36:00
4178,9.28,47.36,245,62.61,2026-06-21T07:37:00
4179,9.56,45.01,200,61.77,2026-06-21T07:38:00
4180,5.82,53.62,179,56.45,2026-06-21T07:39:00
4181,8.71,41.13,202,51.74,2026-06-21T07:40:00
4182,9.7,49.67,172,77.68,2026-06-21T07:41:00
4183,9.15,50.94,179,67.54,2026-06-21T07:42:00
4184,6.0,50.71,174,86.61,2026-06-21T07:43:00
4185,9.64,52.77,227,90.87,2026-06-21T07:44:00
4186,9.88,51.17,188,57.51,2026-06-21T07:45:00
4187,9.91,41.92,244,88.88,2026-06-21T07:46:00
4188,8.91,54.36,254,85.78,2026-06-21T07:47:00
4189,9.71,46.07,188,78.35,2026-06-21T07:48:00
4190,9.03,46.02,159,89.96,2026-06-21T07:49:00
4191,5.85,50.07,245,81.25,2026-06-21T07:50:00
4192,9.46,41.58,173,57.48,2026-06-21T07:51:00
4193,9.81,48.15,193,65.6,2026-06-21T07:52:00
4194,5.27,50.97,171,90.64,2026-06-21T07:53:00
4195,9.28,42.89,241,51.44,2026-06-21T07:54:00
4196,9.07,50.08,231,95.83,2026-06-21T07:55:00
4197,9.59,43.33,212,95.58,2026-06-21T07:56:00
4198,8.65,49.67,223,81.13,2026-06-21T07:57:00
4199,9.53,52.0,241,93.73,2026-06-21T07:58:00
4200,9.7,53.61,242,85.53,2026-06-21T07:59:00
4201,9.71,44.82,234,54.9,2026-06-21T08:00:00
4202,8.73,47.69,170,99.92,2026-06-21T08:01:00
4203,5.96,51.33,209,65.51,2026-06-21T08:02:00
4204,9.59,44.72,179,96.84,2026-06-21T08:03:00
4205,5.58,48.13,202,67.05,2026-06-21T08:04:00
4206,8.9,42.32,225,63.58,2026-06-21T08:05:00
4207,9.51,47.54,190,56.01,2026-06-21T08:06:00
4208,8.96,50.36,197,63.64,2026-06-21T08:07:00
4209,9.64,54.51,172,75.97,2026-06-21T08:08:00
4210,9.88,43.97,210,78.31,2026-06-21T08:09:00
4211,9.76,46.24,185,70.53,2026-06-21T08:10:00
4212,9.04,47.45,179,65.01,2026-06-21T08:11:00
4213,9.49,47.08,238,92.39,2026-06-21T08:12:00
4214,10.0,54.61,231,95.67,2026-06-21T08:13:00
4215,8.76,52.15,175,67.04,2026-06-21T08:14:00
4216,9.53,52.91,180,95.71,2026-06-21T08:15:00
4217,6.19,51.81,166,72.3,2026-06-21T08:16:00
4218,9.56,47.83,198,85.65,2026-06-21T08:17:00
4219,6.13,54.19,217,64.42,2026-06-21T08:18:00
4220,6.12,47.8,202,99.39,2026-06-21T08:19:00
4221,6.13,45.27,232,76.99,2026-06-21T08:20:00
4222,9.18,47.7,151,94.02,2026-06-21T08:21:00
4223,9.72,46.35,222,73.54,2026-06-21T08:22:00
4224,8.73,48.33,206,79.84,2026-06-21T08:23:00
4225,9.7,53.54,212,68.25,2026-06-21T08:24:00
4226,9.01,42.24,195,97.27,2026-06-21T08:25:00
4227,9.44,46.01,223,82.77,2026-06-21T08:26:00
4228,9.95,48.83,162,65.66,2026-06-21T08:27:00
4229,9.04,54.79,218,98.76,2026-06-21T08:28:00
4230,8.99,41.38,172,77.86,2026-06-21T08:29:00
4231,9.39,43.26,208,95.72,2026-06-21T08:30:00
4232,9.67,50.1,188,67.77,2026-06-21T08:31:00
4233,8.98,48.65,207,69.59,2026-06-21T08:32:00
4234,9.06,53.09,227,79.76,2026-06-21T08:33:00
4235,9.37,50.77,231,51.86,2026-06-21T08:34:00
4236,9.41,44.1,159,76.41,2026-06-21T08:35:00
4237,9.97,52.35,192,94.74,2026-06-21T08:36:00
4238,9.99,54.59,245,92.97,2026-06-21T08:37:00
4239,9.86,45.62,230,80.91,2026-06-21T08:38:00
4240,8.79,44.33,163,74.27,2026-06-21T08:39:00
4241,8.64,44.55,164,89.01,2026-06-21T08:40:00
4242,5.73,44.5,168,52.6,2026-06-21T08:41:00
4243,5.72,45.24,167,56.05,2026-06-21T08:42:00
4244,8.68,43.11,238,55.08,2026-06-21T08:43:00
4245,9.39,43.33,199,77.75,2026-06-21T08:44:00
4246,5.65,49.29,254,80.56,2026-06-21T08:45:00
4247,6.25,46.35,228,77.1,2026-06-21T08:46:00
4248,9.06,45.73,190,71.49,2026-06-21T08:47:00
4249,8.62,51.07,214,93.09,2026-06-21T08:48:00
4250,9.6,42.72,205,93.79,2026-06-21T08:49:00
4251,9.87,52.76,163,59.77,2026-06-21T08:50:00
4252,5.82,53.93,160,62.89,2026-06-21T08:51:00
4253,9.87,48.78,185,89.6,2026-06-21T08:52:00
4254,9.0,50.54,250,98.08,2026-06-21T08:53:00
4255,8.99,45.13,209,56.27,2026-06-21T08:54:00
4256,8.96,47.35,232,86.83,2026-06-21T08:55:00
4257,9.93,48.51,157,51.4,2026-06-21T08:56:00
4258,9.83,43.37,226,63.63,2026-06-21T08:57:00
4259,9.29,42.56,197,64.33,2026-06-21T08:58:00
4260,8.78,50.33,184,75.07,2026-06-21T08:59:00
4261,9.86,53.93,183,85.64,2026-06-21T09:00:00
4262,9.21,47.03,155,98.83,2026-06-21T09:01:00
4263,9.57,54.89,255,95.88,2026-06-21T09:02:00
4264,8.8,46.24,223,73.28,2026-06-21T09:03:00
4265,5.55,50.04,215,90.39,2026-06-21T09:04:00
4266,8.77,50.15,178,99.04,2026-06-21T09:05:00
4267,9.41,49.39,206,85.02,2026-06-21T09:06:00
4268,9.74,54.19,183,62.38,2026-06-21T09:07:00
4269,9.93,51.96,191,71.67,2026-06-21T09:08:00
4270,9.05,41.69,190,98.79,2026-06-21T09:09:00
4271,9.39,47.87,205,55.93,2026-06-21T09:10:00
4272,5.15,49.73,234,76.66,2026-06-21T09:11:00
4273,8.66,48.6,255,65.09,2026-06-21T09:12:00
4274,9.46,46.28,236,80.13,2026-06-21T09:13:00
4275,5.95,48.63,200,66.09,2026-06-21T09:14:00
4276,8.85,46.7,231,99.69,2026-06-21T09:15:00
4277,5.19,42.51,246,78.73,2026-06-21T09:16:00
4278,6.12,49.21,197,53.23,2026-06-21T09:17:00
4279,9.66,46.34,169,94.5,2026-06-21T09:18:00
4280,5.47,45.69,230,80.32,2026-06-21T09:19:00
4281,6.16,44.1,166,61.05,2026-06-21T09:20:00
4282,8.97,45.55,248,75.93,2026-06-21T09:21:00
4283,8.74,47.45,235,90.59,2026-06-21T09:22:00
4284,9.18,50.1,201,70.93,2026-06-21T09:23:00
4285,9.59,46.51,200,53.68,2026-06-21T09:24:00
4286,5.43,49.79,172,56.86,2026-06-21T09:25:00
4287,5.57,44.29,243,91.3,2026-06-21T09:26:00
4288,5.11,50.67,219,65.85,2026-06-21T09:27:00
4289,9.53,42.23,233,56.22,2026-06-21T09:28:00
4290,5.78,45.74,192,86.71,2026-06-21T09:29:00
4291,9.74,49.3,176,97.19,2026-06-21T09:30:00
4292,8.81,48.79,175,85.83,2026-06-21T09:31:00
4293,8.66,46.55,169,55.09,2026-06-21T09:32:00
4294,9.84,45.13,248,86.29,2026-06-21T09:33:00
4295,8.9,47.35,180,89.3,2026-06-21T09:34:00
4296,9.7,51.76,220,66.7,2026-06-21T09:35:00
4297,5.25,53.12,193,62.1,2026-06-21T09:36:00
4298,9.13,54.32,225,54.21,2026-06-21T09:37:00
4299,9.44,53.89,178,56.69,2026-06-21T09:38:00
4300,8.61,54.57,184,63.8,2026-06-21T09:39:00
4301,8.66,44.61,252,51.13,2026-06-21T09:40:00
4302,9.32,51.38,242,57.93,2026-06-21T09:41:00
4303,9.9,43.62,172,97.49,2026-06-21T09:42:00
4304,5.99,42.09,174,70.57,2026-06-21T09:43:00
4305,9.05,52.89,219,54.71,2026-06-21T09:44:00
4306,9.93,50.59,224,82.75,2026-06-21T09:45:00
4307,5.36,49.56,241,83.12,2026-06-21T09:46:00
4308,9.1,45.61,253,59.32,2026-06-21T09:47:00
4309,8.8,48.64,217,77.64,2026-06-21T09:48:00
4310,5.39,48.51,157,57.81,2026-06-21T09:49:00
4311,8.81,52.31,226,93.02,2026-06-21T09:50:00
4312,8.71,49.23,253,87.43,2026-06-21T09:51:00
4313,9.38,43.19,222,54.95,2026-06-21T09:52:00
4314,9.56,51.62,205,80.9,2026-06-21T09:53:00
4315,8.98,43.94,156,61.93,2026-06-21T09:54:00
4316,5.7,50.46,205,96.15,2026-06-21T09:55:00
4317,9.49,45.37,168,89.86,2026-06-21T09:56:00
4318,9.37,43.64,217,52.47,2026-06-21T09:57:00
4319,9.98,41.32,170,94.46,2026-06-21T09:58:00
4320,5.52,54.77,157,77.82,2026-06-21T09:59:00
4321,9.34,54.34,183,86.67,2026-06-21T10:00:00
4322,8.62,51.39,199,91.29,2026-06-21T10:01:00
4323,8.62,42.27,219,69.33,2026-06-21T10:02:00
4324,6.2,42.58,153,79.66,2026-06-21T10:03:00
4325,5.63,47.24,250,69.52,2026-06-21T10:04:00
4326,5.71,53.19,226,59.57,2026-06-21T10:05:00
4327,9.18,42.94,180,95.64,2026-06-21T10:06:00
4328,6.15,54.7,186,58.98,2026-06-21T10:07:00
4329,9.49,50.54,166,65.88,2026-06-21T10:08:00
4330,5.31,46.23,203,74.99,2026-06-21T10:09:00
4331,9.37,51.16,227,69.76,2026-06-21T10:10:00
4332,9.2,41.98,164,86.57,2026-06-21T10:11:00
4333,9.31,49.67,215,87.58,2026-06-21T10:12:00
4334,8.71,48.77,250,71.09,2026-06-21T10:13:00
4335,6.23,44.9,225,51.73,2026-06-21T10:14:00
4336,9.26,51.77,156,93.28,2026-06-21T10:15:00
4337,9.5,54.86,217,63.95,2026-06-21T10:16:00
4338,9.79,47.47,238,75.72,2026-06-21T10:17:00
4339,8.84,46.08,195,71.7,2026-06-21T10:18:00
4340,5.79,44.72,223,80.67,2026-06-21T10:19:00
4341,9.94,47.81,232,68.05,2026-06-21T10:20:00
4342,9.28,43.09,224,71.79,2026-06-21T10:21:00
4343,8.88,50.4,212,99.97,2026-06-21T10:22:00
4344,9.45,48.31,193,94.19,2026-06-21T10:23:00
4345,8.78,47.79,241,92.54,2026-06-21T10:24:00
4346,9.57,50.95,208,58.91,2026-06-21T10:25:00
4347,8.74,52.18,164,73.49,2026-06-21T10:26:00
4348,8.66,52.77,206,95.68,2026-06-21T10:27:00
4349,8.83,46.51,210,86.84,2026-06-21T10:28:00
4350,9.74,48.89,229,81.31,2026-06-21T10:29:00
4351,9.75,53.96,212,74.23,2026-06-21T10:30:00
4352,9.06,50.79,189,74.09,2026-06-21T10:31:00
4353,9.33,45.54,206,97.62,2026-06-21T10:32:00
4354,6.24,52.74,235,97.24,2026-06-21T10:33:00
4355,9.79,44.23,241,55.52,2026-06-21T10:34:00
4356,9.09,42.28,158,89.47,2026-06-21T10:35:00
4357,10.0,50.42,187,53.66,2026-06-21T10:36:00
4358,5.76,44.14,227,94.03,2026-06-21T10:37:00
4359,9.57,52.55,224,63.53,2026-06-21T10:38:00
4360,9.82,47.58,186,58.71,2026-06-21T10:39:00
4361,8.63,49.7,226,83.67,2026-06-21T10:40:00
4362,9.4,47.94,233,74.49,2026-06-21T10:41:00
4363,9.98,43.08,250,79.57,2026-06-21T10:42:00
4364,9.02,45.32,249,64.16,2026-06-21T10:43:00
4365,5.04,49.61,176,65.05,2026-06-21T10:44:00
4366,9.23,46.94,152,93.24,2026-06-21T10:45:00
4367,9.21,52.01,235,60.8,2026-06-21T10:46:00
4368,9.28,48.65,152,99.6,2026-06-21T10:47:00
4369,9.02,41.85,225,55.93,2026-06-21T10:48:00
4370,9.63,41.51,220,84.04,2026-06-21T10:49:00
4371,9.19,52.79,157,95.85,2026-06-21T10:50:00
4372,5.37,50.59,167,69.01,2026-06-21T10:51:00
4373,6.08,43.46,192,60.39,2026-06-21T10:52:00
4374,9.89,43.84,151,74.13,2026-06-21T10:53:00
4375,9.83,46.4,212,73.26,2026-06-21T10:54:00
4376,9.77,47.6,161,71.94,2026-06-21T10:55:00
4377,9.63,45.81,229,83.97,2026-06-21T10:56:00
4378,9.65,53.27,231,66.11,2026-06-21T10:57:00
4379,5.05,45.67,179,62.28,2026-06-21T10:58:00
4380,9.0,41.96,253,73.85,2026-06-21T10:59:00
4381,5.09,51.83,167,56.37,2026-06-21T11:00:00
4382,9.4,42.36,209,75.95,2026-06-21T11:01:00
4383,9.8,49.77,162,90.75,2026-06-21T11:02:00
4384,9.14,47.2,181,86.82,2026-06-21T11:03:00
4385,5.82,50.64,179,91.37,2026-06-21T11:04:00
4386,5.17,45.56,160,94.36,2026-06-21T11:05:00
4387,6.16,46.02,227,64.24,2026-06-21T11:06:00
4388,8.85,51.42,197,62.32,2026-06-21T11:07:00
4389,9.24,44.0,157,99.49,2026-06-21T11:08:00
4390,5.08,46.67,205,69.18,2026-06-21T11:09:00
4391,5.4,42.09,154,92.31,2026-06-21T11:10:00
4392,5.31,51.26,205,71.83,2026-06-21T11:11:00
4393,9.31,52.42,173,92.95,2026-06-21T11:12:00
4394,9.95,49.72,156,77.21,2026-06-21T11:13:00
4395,9.66,54.03,230,78.1,2026-06-21T11:14:00
4396,8.9,46.52,170,56.82,2026-06-21T11:15:00
4397,5.73,47.56,163,84.63,2026-06-21T11:16:00
4398,9.11,50.83,182,54.2,2026-06-21T11:17:00
4399,9.72,51.7,171,77.64,2026-06-21T11:18:00
4400,6.28,54.4,159,96.87,2026-06-21T11:19:00
4401,9.07,52.26,162,98.31,2026-06-21T11:20:00
4402,9.82,51.3,208,84.17,2026-06-21T11:21:00
4403,6.38,47.69,215,64.31,2026-06-21T11:22:00
4404,9.56,41.3,210,89.36,2026-06-21T11:23:00
4405,5.14,47.29,157,93.35,2026-06-21T11:24:00
4406,5.88,52.11,248,76.89,2026-06-21T11:25:00
4407,8.71,46.42,163,85.91,2026-06-21T11:26:00
4408,9.09,44.32,197,97.77,2026-06-21T11:27:00
4409,9.7,49.18,254,62.87,2026-06-21T11:28:00
4410,5.92,43.11,251,85.58,2026-06-21T11:29:00
4411,5.73,41.22,231,94.84,2026-06-21T11:30:00
4412,9.46,47.94,208,51.94,2026-06-21T11:31:00
4413,5.92,41.48,254,91.55,2026-06-21T11:32:00
4414,9.94,48.56,221,74.06,2026-06-21T11:33:00
4415,9.98,42.41,159,75.97,2026-06-21T11:34:00
4416,8.91,53.22,194,57.24,2026-06-21T11:35:00
4417,5.42,53.4,234,64.75,2026-06-21T11:36:00
4418,5.84,41.84,202,97.44,2026-06-21T11:37:00
4419,6.09,44.15,184,92.65,2026-06-21T11:38:00
4420,9.47,48.35,172,54.03,2026-06-21T11:39:00
4421,8.74,54.15,186,88.51,2026-06-21T11:40:00
4422,8.85,42.65,202,88.67,2026-06-21T11:41:00
4423,9.78,49.78,203,94.14,2026-06-21T11:42:00
4424,9.16,53.2,167,88.15,2026-06-21T11:43:00
4425,9.05,42.11,236,81.44,2026-06-21T11:44:00
4426,5.34,43.26,236,61.06,2026-06-21T11:45:00
4427,9.12,54.13,200,79.75,2026-06-21T11:46:00
4428,8.88,53.23,194,65.24,2026-06-21T11:47:00
4429,5.87,41.6,201,93.67,2026-06-21T11:48:00
4430,9.66,48.64,171,88.92,2026-06-21T11:49:00
4431,8.74,54.32,214,96.2,2026-06-21T11:50:00
4432,5.95,50.86,249,52.62,2026-06-21T11:51:00
4433,9.57,41.5,168,86.33,2026-06-21T11:52:00
4434,9.26,46.04,176,87.54,2026-06-21T11:53:00
4435,5.15,41.71,186,85.18,2026-06-21T11:54:00
4436,5.93,46.2,198,59.57,2026-06-21T11:55:00
4437,9.59,49.64,175,52.35,2026-06-21T11:56:00
4438,9.78,53.88,239,78.75,2026-06-21T11:57:00
4439,8.68,50.56,192,97.55,2026-06-21T11:58:00
4440,6.29,48.71,233,81.1,2026-06-21T11:59:00
4441,9.2,49.95,222,99.07,2026-06-21T12:00:00
4442,5.63,51.81,182,57.05,2026-06-21T12:01:00
4443,9.53,43.55,220,55.25,2026-06-21T12:02:00
4444,9.66,50.77,230,65.93,2026-06-21T12:03:00
4445,8.69,53.01,158,81.56,2026-06-21T12:04:00
4446,9.36,51.5,186,60.98,2026-06-21T12:05:00
4447,8.85,49.39,168,94.83,2026-06-21T12:06:00
4448,9.06,42.54,154,71.18,2026-06-21T12:07:00
4449,8.79,48.11,253,96.55,2026-06-21T12:08:00
4450,5.38,46.71,223,93.41,2026-06-21T12:09:00
4451,8.82,53.85,183,85.22,2026-06-21T12:10:00
4452,9.47,49.75,202,97.56,2026-06-21T12:11:00
4453,8.69,44.66,185,92.49,2026-06-21T12:12:00
4454,9.97,48.85,194,92.25,2026-06-21T12:13:00
4455,9.09,45.1,219,71.03,2026-06-21T12:14:00
4456,5.39,50.58,153,75.31,2026-06-21T12:15:00
4457,9.23,42.54,253,74.3,2026-06-21T12:16:00
4458,9.76,42.96,152,98.53,2026-06-21T12:17:00
4459,5.84,52.13,188,71.63,2026-06-21T12:18:00
4460,9.03,41.93,161,54.12,2026-06-21T12:19:00
4461,9.75,41.94,202,84.16,2026-06-21T12:20:00
4462,6.21,50.71,156,80.47,2026-06-21T12:21:00
4463,8.84,49.61,165,60.97,2026-06-21T12:22:00
4464,8.74,52.11,171,55.84,2026-06-21T12:23:00
4465,8.7,52.52,240,85.3,2026-06-21T12:24:00
4466,8.93,47.88,252,87.88,2026-06-21T12:25:00
4467,9.19,50.95,170,57.44,2026-06-21T12:26:00
4468,9.97,54.04,255,82.88,2026-06-21T12:27:00
4469,9.34,41.47,174,51.09,2026-06-21T12:28:00
4470,5.75,52.92,172,96.48,2026-06-21T12:29:00
4471,5.25,47.68,222,77.69,2026-06-21T12:30:00
4472,9.08,53.94,157,64.04,2026-06-21T12:31:00
4473,9.4,50.72,229,65.22,2026-06-21T12:32:00
4474,8.8,45.55,245,93.07,2026-06-21T12:33:00
4475,8.66,51.74,189,72.52,2026-06-21T12:34:00
4476,8.65,50.21,222,68.21,2026-06-21T12:35:00
4477,9.8,52.68,155,66.37,2026-06-21T12:36:00
4478,9.23,47.48,177,90.74,2026-06-21T12:37:00
4479,8.62,44.65,180,51.75,2026-06-21T12:38:00
4480,5.82,51.7,237,52.04,2026-06-21T12:39:00
4481,9.18,51.25,152,81.87,2026-06-21T12:40:00
4482,8.68,47.37,172,87.13,2026-06-21T12:41:00
4483,9.68,47.47,168,69.15,2026-06-21T12:42:00
4484,9.32,46.01,232,56.69,2026-06-21T12:43:00
4485,9.94,41.2,191,56.74,2026-06-21T12:44:00
4486,8.74,51.73,255,59.02,2026-06-21T12:45:00
4487,6.19,48.41,245,81.64,2026-06-21T12:46:00
4488,9.74,50.0,154,56.19,2026-06-21T12:47:00
4489,5.77,47.0,171,99.67,2026-06-21T12:48:00
4490,8.6,52.44,246,69.48,2026-06-21T12:49:00
4491,9.28,49.09,191,61.31,2026-06-21T12:50:00
4492,9.61,42.3,185,74.4,2026-06-21T12:51:00
4493,9.07,41.72,201,91.43,2026-06-21T12:52:00
4494,5.17,52.03,182,83.98,2026-06-21T12:53:00
4495,9.37,44.01,210,74.58,2026-06-21T12:54:00
4496,9.06,46.97,224,56.88,2026-06-21T12:55:00
4497,5.87,47.58,239,97.29,2026-06-21T12:56:00
4498,9.18,50.44,164,68.35,2026-06-21T12:57:00
4499,9.41,47.98,160,80.23,2026-06-21T12:58:00
4500,8.81,45.71,228,80.29,2026-06-21T12:59:00
4501,9.58,46.83,239,92.31,2026-06-21T13:00:00
4502,5.43,53.73,201,69.78,2026-06-21T13:01:00
4503,6.38,43.62,255,76.79,2026-06-21T13:02:00
4504,9.36,43.44,193,52.7,2026-06-21T13:03:00
4505,9.45,45.92,164,66.78,2026-06-21T13:04:00
4506,8.83,47.21,218,77.67,2026-06-21T13:05:00
4507,6.37,50.21,155,62.11,2026-06-21T13:06:00
4508,9.89,43.67,192,99.06,2026-06-21T13:07:00
4509,5.23,49.06,236,75.73,2026-06-21T13:08:00
4510,5.06,49.46,202,61.83,2026-06-21T13:09:00
4511,9.34,42.78,203,75.48,2026-06-21T13:10:00
4512,9.99,50.08,208,55.31,2026-06-21T13:11:00
4513,9.77,41.87,211,95.44,2026-06-21T13:12:00
4514,5.95,48.99,165,68.65,2026-06-21T13:13:00
4515,9.13,49.12,227,64.77,2026-06-21T13:14:00
4516,9.16,48.87,164,59.57,2026-06-21T13:15:00
4517,8.88,53.94,240,55.52,2026-06-21T13:16:00
4518,9.41,48.9,156,78.29,2026-06-21T13:17:00
4519,9.84,47.54,176,89.89,2026-06-21T13:18:00
4520,9.23,43.22,215,83.67,2026-06-21T13:19:00
4521,9.18,51.36,222,98.97,2026-06-21T13:20:00
4522,9.2,48.74,230,65.74,2026-06-21T13:21:00
4523,9.16,42.62,162,65.88,2026-06-21T13:22:00
4524,9.75,47.96,198,61.82,2026-06-21T13:23:00
4525,8.64,41.71,184,85.45,2026-06-21T13:24:00
4526,5.39,47.08,163,98.0,2026-06-21T13:25:00
4527,8.96,50.56,198,69.39,2026-06-21T13:26:00
4528,9.18,44.84,209,84.34,2026-06-21T13:27:00
4529,5.12,53.65,161,67.07,2026-06-21T13:28:00
4530,8.91,49.87,243,86.66,2026-06-21T13:29:00
4531,9.5,46.53,158,51.83,2026-06-21T13:30:00
4532,9.32,44.48,164,51.96,2026-06-21T13:31:00
4533,9.46,49.22,242,73.62,2026-06-21T13:32:00
4534,9.72,50.66,199,57.96,2026-06-21T13:33:00
4535,8.78,51.04,197,89.16,2026-06-21T13:34:00
4536,9.25,53.92,235,99.44,2026-06-21T13:35:00
4537,8.76,51.68,190,66.43,2026-06-21T13:36:00
4538,9.4,51.25,155,99.47,2026-06-21T13:37:00
4539,9.52,48.04,171,68.77,2026-06-21T13:38:00
4540,6.11,42.66,224,82.84,2026-06-21T13:39:00
4541,9.59,54.83,240,55.79,2026-06-21T13:40:00
4542,5.63,49.24,189,64.33,2026-06-21T13:41:00
4543,8.65,49.61,194,85.42,2026-06-21T13:42:00
4544,8.74,42.57,236,99.24,2026-06-21T13:43:00
4545,8.91,41.81,253,53.02,2026-06-21T13:44:00
4546,8.68,44.54,221,84.17,2026-06-21T13:45:00
4547,5.81,49.2,244,51.82,2026-06-21T13:46:00
4548,9.29,51.54,170,88.23,2026-06-21T13:47:00
4549,9.87,48.12,219,83.08,2026-06-21T13:48:00
4550,9.59,44.44,223,97.17,2026-06-21T13:49:00
4551,9.63,51.99,224,63.52,2026-06-21T13:50:00
4552,9.76,53.45,218,97.68,2026-06-21T13:51:00
4553,9.4,46.88,226,53.37,2026-06-21T13:52:00
4554,8.77,43.88,206,56.98,2026-06-21T13:53:00
4555,9.28,47.9,212,84.81,2026-06-21T13:54:00
4556,9.89,51.52,243,64.81,2026-06-21T13:55:00
4557,6.38,47.16,208,90.79,2026-06-21T13:56:00
4558,8.94,50.3,202,67.67,2026-06-21T13:57:00
4559,9.19,41.87,239,97.04,2026-06-21T13:58:00
4560,9.88,41.18,219,60.42,2026-06-21T13:59:00
4561,8.76,44.28,161,54.05,2026-06-21T14:00:00
4562,9.01,44.28,237,93.8,2026-06-21T14:01:00
4563,5.33,52.71,188,92.98,2026-06-21T14:02:00
4564,9.13,41.1,241,82.44,2026-06-21T14:03:00
4565,6.26,45.53,226,95.04,2026-06-21T14:04:00
4566,8.79,41.82,250,66.26,2026-06-21T14:05:00
4567,5.16,42.48,156,74.98,2026-06-21T14:06:00
4568,8.86,48.77,155,95.88,2026-06-21T14:07:00
4569,9.56,47.87,243,93.58,2026-06-21T14:08:00
4570,8.9,49.07,166,93.89,2026-06-21T14:09:00
4571,9.99,41.62,185,65.07,2026-06-21T14:10:00
4572,9.14,50.0,151,68.14,2026-06-21T14:11:00
4573,9.31,48.05,175,81.1,2026-06-21T14:12:00
4574,9.7,50.71,214,56.49,2026-06-21T14:13:00
4575,8.88,41.3,226,88.79,2026-06-21T14:14:00
4576,8.65,45.69,216,86.72,2026-06-21T14:15:00
4577,9.16,53.72,229,91.24,2026-06-21T14:16:00
4578,9.22,54.69,219,66.17,2026-06-21T14:17:00
4579,8.99,41.55,222,79.87,2026-06-21T14:18:00
4580,9.62,47.66,237,63.33,2026-06-21T14:19:00
4581,9.15,48.64,238,89.06,2026-06-21T14:20:00
4582,9.65,47.22,183,90.74,2026-06-21T14:21:00
4583,9.75,48.79,207,62.1,2026-06-21T14:22:00
4584,8.69,46.55,228,71.56,2026-06-21T14:23:00
4585,9.0,44.42,164,87.53,2026-06-21T14:24:00
4586,9.88,54.28,254,59.47,2026-06-21T14:25:00
4587,9.22,45.52,205,77.35,2026-06-21T14:26:00
4588,9.97,42.23,162,61.12,2026-06-21T14:27:00
4589,9.12,50.18,229,94.39,2026-06-21T14:28:00
4590,6.19,41.16,233,52.94,2026-06-21T14:29:00
4591,8.92,41.3,236,61.66,2026-06-21T14:30:00
4592,9.16,41.66,165,74.99,2026-06-21T14:31:00
4593,8.87,47.53,216,54.6,2026-06-21T14:32:00
4594,5.12,49.42,253,84.83,2026-06-21T14:33:00
4595,9.54,42.61,230,67.88,2026-06-21T14:34:00
4596,8.93,42.75,205,93.87,2026-06-21T14:35:00
4597,9.39,49.1,155,97.39,2026-06-21T14:36:00
4598,5.69,50.72,173,66.48,2026-06-21T14:37:00
4599,9.13,44.09,164,68.45,2026-06-21T14:38:00
4600,8.67,49.62,246,51.37,2026-06-21T14:39:00
4601,5.86,54.03,188,77.94,2026-06-21T14:40:00
4602,9.37,51.88,223,67.35,2026-06-21T14:41:00
4603,9.49,49.97,198,67.02,2026-06-21T14:42:00
4604,9.68,52.62,229,55.5,2026-06-21T14:43:00
4605,8.67,41.17,163,51.46,2026-06-21T14:44:00
4606,9.93,45.82,171,73.44,2026-06-21T14:45:00
4607,9.31,51.74,252,74.26,2026-06-21T14:46:00
4608,8.72,41.72,166,85.13,2026-06-21T14:47:00
4609,9.65,54.38,232,90.81,2026-06-21T14:48:00
4610,9.73,41.29,252,82.67,2026-06-21T14:49:00
4611,9.95,44.92,191,72.69,2026-06-21T14:50:00
4612,9.88,41.14,190,68.48,2026-06-21T14:51:00
4613,9.16,44.25,220,65.84,2026-06-21T14:52:00
4614,9.23,46.02,246,83.03,2026-06-21T14:53:00
4615,9.41,47.14,214,86.18,2026-06-21T14:54:00
4616,5.94,50.32,218,72.71,2026-06-21T14:55:00
4617,9.74,50.65,222,68.8,2026-06-21T14:56:00
4618,9.58,51.52,193,64.98,2026-06-21T14:57:00
4619,8.78,50.47,213,99.55,2026-06-21T14:58:00
4620,9.41,41.7,228,96.69,2026-06-21T14:59:00
